,taxon_name_w_authors,v11_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
4520,Alnus maritima subsp. georgiensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima subsp. georgiensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.
4521,Alnus maritima subsp. oklahomensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima subsp. oklahomensis J.A.Schrad. & W.R.Graves,Alnus maritima (Marshall) Muhl. ex Nutt.
4522,Alnus oblongata var. oblonga Regel,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima (Marshall) Muhl. ex Nutt.,Alnus maritima subsp. maritima,Alnus maritima (Marshall) Muhl. ex Nutt.
5414,Lankesteriana Karremans,Anathallis Barb.Rodr.,Anathallis Barb.Rodr.,Anathallis Barb.Rodr.,,Lankesteriana Karremans,
5545,Angophora lanceolata var. angustifolia A.Gray,Angophora bakeri E.C.Hall,Angophora bakeri E.C.Hall,Angophora bakeri E.C.Hall,Angophora bakeri E.C.Hall,Angophora bakeri subsp. bakeri,Angophora bakeri E.C.Hall
5546,Eucalyptus apocynifolia (Salisb.) Brooker,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata subsp. costata,Angophora costata (Gaertn.) Britten
5548,Angophora lanceolata var. hispida A.Cunn. ex A.Gray,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata (Gaertn.) Britten,Angophora costata subsp. costata,Angophora costata (Gaertn.) Britten
5847,Angraecum longinode Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum patens Frapp. ex Cordem.,Angraecum costatum Frapp. ex Cordem.,Angraecum costatum Frapp. ex Cordem.
5920,Mystacidium spicatum Cordem.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum tenellum (Ridl.) Schltr.,Angraecum parvulum Ayres ex S.Moore,Angraecum parvulum Ayres ex S.Moore
8333,Aspidosperma marcgravianum Woodson,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma excelsum Benth.,Aspidosperma marcgravianum Woodson,Aspidosperma marcgravianum Woodson
9318,Elaeagia glomiflora Standl.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis (Rusby) C.M.Taylor & Mald.
9319,Elaeagia mollis Rusby,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa australis (A.St.-Hil.) K.Schum.,Bathysa mollis (Rusby) C.M.Taylor & Mald.,Bathysa mollis (Rusby) C.M.Taylor & Mald.
9871,Betula pubescens f. falcata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9873,Betula pubescens f. latisquama Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9875,Betula pubescens f. obtusata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9877,Betula pubescens f. barbara Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9879,Betula pubescens f. submontana Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9880,Betula pubescens f. curtipendula Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9882,Betula pubescens f. nemoralis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9884,Betula pubescens f. nemorosa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9885,Betula pubescens f. auriculata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9886,Betula pubescens f. helvola Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9887,Betula pubescens f. mellifera Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9888,Betula pubescens f. dumetorum Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9889,Betula pubescens f. parallela Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9890,Betula pubescens f. stenocarpa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9892,Betula pubescens f. torminalis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9893,Betula pubescens f. turgida Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9894,Betula pubescens f. amoena Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9895,Betula pubescens f. ludens Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9896,Betula pubescens f. depressa Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9897,Betula pubescens f. suberecta Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9898,Betula pubescens f. horrida Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9899,Betula pubescens f. hirsuta Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9900,Betula pubescens f. populifomis Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9901,Betula pubescens f. cordata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
9902,Betula pubescens f. reticulata Laest.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens Ehrh.,Betula pubescens var. pubescens,Betula pubescens Ehrh.
12005,Trias pusilla J.Joseph & H.Deka,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,Bulbophyllum moniliforme C.S.P.Parish & Rchb.f.,"Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel","Bulbophyllum jejosephii J.J.Verm., Schuit. & de Vogel"
13616,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.",Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,Calamus vitiensis Warb. ex Becc.,"Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb.","Calamus pachypus W.J.Baker, Bayton, J.Dransf. & Maturb."
13623,Hecabe Raf.,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13627,Cyanorkis Thouars,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13631,Limatodis Blume,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13635,Pachyne Salisb.,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13639,Phaius Lour.,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13640,Phajus Hassk.,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13641,Pesomeria Lindl.,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13643,Tankervillia Link,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13644,Paraphaius J.W.Zhai & F.W.Xing,Calanthe R.Br.,Calanthe R.Br.,Calanthe R.Br.,,Phaius Lour.,
13878,Calanthe candida Bosser,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe sylvatica (Thouars) Lindl.,Calanthe candida Bosser,Calanthe candida Bosser
13919,Calanthe nephroglossa Schltr.,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe triplicata (Willemet) Ames,Calanthe nephroglossa Schltr.,Calanthe nephroglossa Schltr.
16728,Cheirostylis pabongensis Lucksom,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis Rolfe
16730,Cheirostylis munnacampensis A.N.Rao,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis Rolfe
16731,Cheirostylis josephi Schltr.,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis Rolfe,Cheirostylis yunnanensis var. yunnanensis,Cheirostylis yunnanensis Rolfe
17129,Ragala Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Ragala Pierre,
17134,Prieurella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Prieurella Pierre,
17135,Achrouteria Eyma,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Achrouteria Eyma,
17138,Martiusella Pierre,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Martiusella Pierre,
17142,Chloroluma Baill.,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,
17143,Fibrocentrum Pierre ex Glaziou,Chrysophyllum L.,Chrysophyllum L.,Chrysophyllum L.,,Chloroluma Baill.,
17612,Cleisostoma flagellare (Schltr.) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17613,Cleisostoma flagelliforme (Rolfe ex Downie) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17614,Cleisostoma crucicallum (Burkill) Garay,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17616,Sarcanthus geoffrayi Guillaumin,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17617,Sarcanthus flagellaris Schltr.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17618,Sarcanthus flagelliformis Rolfe ex Downie,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17619,Sarcanthus crucicallus (Burkill) Seidenf. & Smitinand,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17620,Saccolabium crucicallus Burkill,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum Kraenzl.,Cleisostoma fuerstenbergianum var. fuerstenbergianum,Cleisostoma fuerstenbergianum Kraenzl.
17938,Clerodendrum capitatum Hook.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17941,Siphonanthus conglobatus (Baker) Hiern,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17942,Clerodendrum conglobatum Baker,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17943,Clerodendrum whitfieldii Seem.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17944,Clerodendrum talbotii Wernham,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17945,Clerodendrum obanense Wernham,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17946,Clerodendrum capitatum var. conglobatum (Baker) B.Thomas,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
17947,Clerodendrum capitatum var. talbotii (Wernham) B.Thomas,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum (Willd.) Schumach.,Clerodendrum capitatum var. capitatum,Clerodendrum capitatum (Willd.) Schumach.
18657,Exorrhiza vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma savaiiense Christoph.,Clinostigma savaiiense Christoph.
18658,Clinostigma vaupelii Burret,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma savaiiense Christoph.,Clinostigma savaiiense Christoph.
18660,Clinostigma savaiiense Christoph.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma warburgii Becc.,Clinostigma savaiiense Christoph.,Clinostigma savaiiense Christoph.
19055,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.,Coelogyne cycnoches C.S.P.Parish & Rchb.f.
19609,Congea forbesii var. ridleyana Munir,Congea forbesii King & Gamble,Congea forbesii King & Gamble,Congea forbesii King & Gamble,Congea forbesii King & Gamble,Congea forbesii var. ridleyana Munir,Congea forbesii King & Gamble
20573,Eucalyptus variegata F.Muell.,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia variegata (F.Muell.) K.D.Hill & L.A.S.Johnson
20586,Eucalyptus capricornia D.J.Carr & S.G.M.Carr,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia dichromophloia (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia capricornia (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
