,taxon_name_w_authors,accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_direct_accepted_name_w_author
220998,Helianthemum guttatum proles bupleurifolium (Lam.) Rouy & Foucaud,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
221006,Helianthemum guttatum subsp. bupleurifolium (Lam.) Cout.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
221009,Helianthemum variabile Spach,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Helianthemum apenninum (L.) Mill.
221012,Helianthemum guttatum var. bupleurifolium (Lam.) Batt. & Trab.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
221046,Tuberaria guttata subsp. bupleurifolia (Lam.) Mendonça & Vasc.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria guttata (L.) Fourr.,Tuberaria bupleurifolia (Lam.) Willk.
221123,Toumeya Britton & Rose,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,Turbinicarpus (Backeb.) Buxb. & Backeb.,Sclerocactus Britton & Rose
221509,Trichosanthes multiloba var. majuscula C.B.Clarke,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
221511,Trichosanthes tridentata C.Y.Cheng & C.H.Yueh,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
221512,Trichosanthes prazeri Kundu,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
221513,Trichosanthes majuscula (C.B.Clarke) Kundu,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
221514,Trichosanthes wallichiana var. majuscula (C.B.Clarke) Cogn.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana H.Lév.,Trichosanthes dunniana subsp. dunniana
222190,Meyenia Nees,Thunbergia Retz.,Thunbergia Retz.,Thunbergia Retz.,Meyenia Nees
222937,Tournefortia argusia var. angustior A.DC.,Tournefortia sibirica var. angustior (A.DC.) G.L.Chu & M.G.Gilbert,Tournefortia sibirica var. angustior (A.DC.) G.L.Chu & M.G.Gilbert,,
223265,Trifolium fragiferum subsp. glabrum Zubía,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum var. fragiferum
223266,Trifolium fragiferum subsp. villosum Zubía,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum L.,Trifolium fragiferum var. fragiferum
223527,Trifolium leiocalycinum Boiss. & Spruner,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile subsp. mutabile
223528,Trifolium vesiculosum var. lancifolium Gibelli & Belli,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile subsp. mutabile
223530,Trifolium vesiculosum var. gussoneanum Gibelli & Belli,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile Port.,Trifolium mutabile subsp. gussoneanum (Gibelli & Belli) C.Brullo & Brullo
223545,Trifolium ochroleucon proles roseum (C.Presl) Rouy,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon subsp. roseum (C.Presl) Lassen
223546,Trifolium ochroleucon f. roseum (C.Presl) Merino,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon Huds.,Trifolium ochroleucon subsp. roseum (C.Presl) Lassen
224953,Tetrastemma pedunculosum Diels,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis dioica (Diels) Robyns & Ghesq.,Uvariopsis pedunculosa (Diels) Robyns & Ghesq.
225054,Urtica parviflora Roxb.,Urtica ardens Link,Urtica ardens Link,Urtica ardens Link,Urtica parviflora Roxb.
225061,Urtica dioica var. ramosa Neuman,Urtica dioica L.,Urtica dioica L.,Urtica dioica L.,Urtica dioica subsp. dioica
225074,Ulmus foliacea var. pilosula Johanss.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor subsp. minor
225076,Ulmus campestris var. corylifolia (Host) Lange,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor Mill.,Ulmus minor subsp. minor
225191,Ulmus campestris var. sarniensis Loudon,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus × hollandica Mill.,Ulmus minor subsp. minor
225547,Vicia cracca var. grandiflora Lange ex Willk.,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia subsp. tenuifolia
225551,Vicia cracca var. leptophylla Fr.,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia Roth,Vicia tenuifolia subsp. tenuifolia
225623,Capsicum stenophyllum C.V.Morton & Standl.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia solanacea L'Hér.,Witheringia meiantha (Donn.Sm.) Hunz.
225638,Viola × holmiana House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × holmiana House
225639,Viola × marylandica House,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × mulfordiae Pollard,Viola × marylandica House
226038,Vicia atropurpurea var. punicea Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
226040,Vicia atropurpurea var. sericea Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
226041,Vicia atropurpurea var. tenella Willk.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis L.,Vicia benghalensis subsp. benghalensis
226088,Vicia uncinata Desv.,Vicia pannonica Crantz,Vicia pannonica Crantz,Vicia pannonica Crantz,Vicia sativa subsp. nigra Ehrh.
226108,Vicia peregrina subvar. albiflora Cadevall,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina subsp. peregrina
226109,Vicia peregrina var. pallidiflora Lange ex Willk.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina L.,Vicia peregrina subsp. peregrina
226315,Verbascum sinuatum var. pallidiflorum Pau,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
226317,Verbascum sinuatum var. subulatum Rouy,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
226319,Verbascum sinuatum var. arnaizii Sennen,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum L.,Verbascum sinuatum var. sinuatum
226327,Verbascum valentinum Burnat & Barbey,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum simplex Hoffmanns. & Link,Verbascum thapsus subsp. thapsus
226350,Verbascum virgatum subsp. lusitanicum (Schrad.) Rivas Goday,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
226355,Verbascum virgatum var. lanceolatum Mariz,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
226357,Verbascum blattarioides var. lusitanicum Schrad.,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum Stokes,Verbascum virgatum subsp. virgatum
226405,Verbascum macranthum Hoffmanns. & Link,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum phlomoides L.,Verbascum simplex Hoffmanns. & Link
226622,Bonarota Adans.,Veronica L.,Veronica L.,Veronica L.,Paederota L.
226699,Veronica beccabunga var. pallida Lindstr.,Veronica beccabunga L.,Veronica beccabunga L.,Veronica beccabunga L.,Veronica beccabunga subsp. beccabunga
226825,Glycosmis africana Hook.f. ex Benth.,"Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal","Vepris unifoliolata (Baill.) Labat, M.Pignal & O.Pascal",Vepris africana (Hook.f. ex Benth.) O.Lachenaud & Onana
226897,Teclea hanangensis var. unifoliolata Kokwaro,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis (Kokwaro) Mziray,Vepris hanangensis var. unifoliolata (Kokwaro) Cheek
226956,Verbascum lychnitis subvar. albiflorum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
226960,Verbascum lychnitis subvar. aureiflorum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
226961,Verbascum lychnitis var. foliosum Vayr.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
226962,Verbascum lychnitis var. luteum Hartm.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
226963,Verbascum lychnitis var. longebracteatum Rouy,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis subsp. lychnitis
227005,Celsia cretica var. cavanillesii (Kunze) Ball,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.
227008,Celsia cavanillesii Kunze,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum creticum (L.) Cav.,Verbascum erosum Cav.
227248,Cordia aubletii DC.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi
227253,Varronia martinicensis Aubl.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia tomentosa Lam.,Varronia spinescens (L.) Borhidi
227305,Altamiranoa squamulosa (S.Watson) E.Walther,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia misera (Lindl.) R.T.Clausen,Villadia squamulosa (S.Watson) Rose
227437,Viburnum lobophyllum var. silvestrii Pamp.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum lobophyllum Graebn.
227438,Viburnum adenophorum W.W.Sm.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder
227441,Viburnum hupehense subsp. septentrionale P.S.Hsu,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder
227443,Viburnum hupehense Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder
227445,Viburnum lobophyllum Graebn.,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum lobophyllum Graebn.
227446,Viburnum dasyanthum Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum dasyanthum Rehder
227448,Viburnum wilsonii Rehder,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum betulifolium Batalin,Viburnum hupehense Rehder
227454,Viburnum harryanum Rehder,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum atrocyaneum C.B.Clarke,Viburnum harryanum Rehder
227504,Ampelocissus jacquemontii (R.Parker) Raizada,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227505,Vitis pentagona Diels & Gilg,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227506,Leea odontophylla Wall.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227507,Vitis jacquemontii R.Parker,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227508,Vitis kelungensis Momiy.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227509,Vitis quinquangularis Rehder,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227510,Vitis lanata Roxb.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227511,Vitis ficifolia var. pentagona Pamp.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227512,Vitis pentagona var. honanensis Rehder,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
227513,Vitis thunbergii var. yunnanensis Planch. ex Franch.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana Schult.,Vitis heyneana var. heyneana
228453,Viola pratincola Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola pratincola Greene
228454,Viola prionosepala Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola cucullata Aiton
228460,Viola nepetifolia Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola nephrophylla Greene,Viola affinis Leconte
228464,Viola septentrionalis var. grisea Fernald,Viola novae-angliae House,Viola novae-angliae House,Viola novae-angliae House,Viola grisea (Fernald) H.E.Ballard
228474,Viola discurrens Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola rugulosa Greene,Viola canadensis L.
228481,Viola canina var. arenaria (DC.) Hartm.,Viola rupestris F.W.Schmidt,Viola rupestris F.W.Schmidt,Viola rupestris F.W.Schmidt,Viola rupestris subsp. rupestris
228581,Viola × dimissa House,Viola × redacta House,Viola × redacta House,Viola × redacta House,Viola × dimissa House
228695,Viola pesneaui J.Lloyd,Viola hispida Lam.,Viola hispida Lam.,Viola hispida Lam.,Viola tricolor subsp. curtisii (E.Forst.) Syme
228746,Viola suecica Fr.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola epipsila Ledeb.,Viola suecica Fr.
228799,Viola muhlenbergii var. pubescens A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.
228800,Viola muhlenbergiana var. albiflora Hook.,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.
228802,Viola muhlenbergii var. albiflora (Hook.) Torr. & A.Gray,Viola labradorica Schrank,Viola labradorica Schrank,Viola labradorica Schrank,Viola adunca Sm.
228811,Viola denticulosa Pollard,Viola lanceolata L.,Viola lanceolata L.,Viola lanceolata L.,Viola vittata Greene
228826,Viola clandestina Pursh,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola macloskeyi F.E.Lloyd,Viola rotundifolia Michx.
228883,Viola × dissena House,Viola × hollickii House,Viola × hollickii House,Viola × hollickii House,Viola × dissena House
229029,Viola tricolor f. perobscura C.G.Westerl.,Viola tricolor L.,Viola tricolor L.,Viola tricolor L.,Viola tricolor subsp. tricolor
229031,Viola tricolor var. distinctissima C.G.Westerl.,Viola tricolor L.,Viola tricolor L.,Viola tricolor L.,Viola tricolor subsp. tricolor
229032,Viola tricolor f. purpurascens C.G.Westerl.,Viola tricolor L.,Viola tricolor L.,Viola tricolor L.,Viola tricolor subsp. tricolor
229033,Viola tricolor f. pulcherrima C.G.Westerl.,Viola tricolor L.,Viola tricolor L.,Viola tricolor L.,Viola tricolor subsp. tricolor
229034,Viola tricolor var. lacticolor C.G.Westerl.,Viola tricolor L.,Viola tricolor L.,Viola tricolor L.,Viola tricolor subsp. tricolor
229059,Viola rugosa Small,Viola villosa Walter,Viola villosa Walter,Viola villosa Walter,Viola primulifolia var. primulifolia
229062,Viola planifolia Greene,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola cucullata Aiton
229120,Viola thompsoniae Chapm.,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola odorata subsp. odorata
229131,Viola papilionacea Pursh,Viola sororia Willd.,Viola sororia Willd.,Viola sororia Willd.,Viola affinis Leconte
229160,Viola segobricensis var. leiocarpa Pau,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis subsp. suavis
229165,Viola sepincola var. beraudii (Boreau) Nyman,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis subsp. suavis
229166,Viola sepincola var. tolosana (Timb.-Lagr.) Nyman,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis subsp. suavis
229167,Viola odorata proles albiflora Sennen,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis M.Bieb.,Viola suavis subsp. suavis
229727,Veronica hederifolia var. simplex Opiz ex Schult.,Veronica hederifolia L.,Veronica hederifolia L.,Veronica hederifolia L.,Veronica hederifolia subsp. hederifolia
229729,Veronica hederifolia var. umbrosa Rchb. ex Schult.,Veronica hederifolia L.,Veronica hederifolia L.,Veronica hederifolia L.,Veronica hederifolia subsp. hederifolia
229765,Veronica polita subsp. ludwigiana E.B.J.Lehm.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita subsp. polita
229767,Veronica polita var. vernalis Lange,Veronica polita Fr.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita subsp. polita
229768,Veronica polita var. autumnalis Lange,Veronica polita Fr.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita subsp. polita
229769,Veronica agrestis var. carnosula Mert. & W.D.J.Koch,Veronica polita Fr.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita subsp. polita
229770,Veronica agrestis var. didyma (Ten.) Pomata,Veronica polita Fr.,Veronica polita Fr.,Veronica polita Fr.,Veronica polita subsp. polita
229838,Veronica serpyllifolia subsp. langei (Lacaita) M.Laínz,Veronica nevadensis (Pau) Pau,Veronica nevadensis (Pau) Pau,Veronica nevadensis (Pau) Pau,Veronica nevadensis var. langei (Lacaita) M.M.Mart.Ort. & E.Rico
230020,Viola alba var. besseri (Rupr.) Beck,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230022,Viola alba var. dehnhardtii (Ten.) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.
230023,Viola alba f. incurva Pau,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230024,Viola alba var. scotophylla (Jord.) Ces.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230025,Viola alba proles scotophylla (Jord.) Samp.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230026,Viola dehnhardtii var. burgalensis Sennen & Pau,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230027,Viola dehnhardtii var. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.
230028,Viola dehnhardtii f. cadevallii (Pau) W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.
230029,Viola dehnhardtii subvar. cadevallii (Pau) Litard.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.
230030,Viola dehnhardtii f. glaberrima W.Becker,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230031,Viola hirta subsp. dehnhardtii (Ten.) Arcang.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola dehnhardtii Ten.
230032,Viola hirta subsp. ausonensis Sennen,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230033,Viola odorata var. scotophylla (Jord.) Lange,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230034,Viola odorata var. inodora Cambess. ex N.E.Br.,Viola alba Besser,Viola alba Besser,Viola alba Besser,Viola alba subsp. alba
230047,Viola tricolor var. polychroma (A.Kern.) Gams,Viola L.,Viola L.,Viola L.,Viola tricolor subsp. subalpina Gaudin
230172,Viola montana subsp. silvensis Font Quer,Viola canina L.,Viola canina L.,Viola canina L.,Viola canina subsp. canina
230176,Viola abulensis f. clandestina Caball.,Viola canina L.,Viola canina L.,Viola canina L.,Viola canina subsp. canina
230179,Viola lactea var. ruppii (All.) Schult.,Viola canina L.,Viola canina L.,Viola canina L.,Viola canina subsp. ruppii (All.) Schübl. & G.Martens
230180,Viola lancifolia var. ruppii (All.) Loisel.,Viola canina L.,Viola canina L.,Viola canina L.,Viola canina subsp. ruppii (All.) Schübl. & G.Martens
230215,Viola biflora var. grandifolia Lázaro Ibiza,Viola biflora L.,Viola biflora L.,Viola biflora L.,Viola biflora subsp. biflora
230218,Viola biflora var. parvifolia Lázaro Ibiza,Viola biflora L.,Viola biflora L.,Viola biflora L.,Viola biflora subsp. biflora
230219,Viola biflora var. uniflora DC.,Viola biflora L.,Viola biflora L.,Viola biflora L.,Viola biflora subsp. biflora
230247,Viola arvensis f. timbalii (Jord.) Font Quer,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis subsp. arvensis
230248,Viola ticolor var. arvensis Wahlenb.,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis subsp. arvensis
230250,Viola tricolor var. montana Lázaro Ibiza,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis subsp. arvensis
230252,Viola arvensis f. subpatens C.G.Westerl.,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis Murray,Viola arvensis subsp. arvensis
230589,Valeriana rotundifolia var. tripartita Gamisans,Valeriana montana L.,Valeriana montana L.,Valeriana montana L.,Valeriana tripartita (Gamisans) J.-M.Tison
231709,Zaleya pentandra var. rubra (Blatt. & Hallb.) M.R.Almeida,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya pentandra (L.) C.Jeffrey,Zaleya decandra (L.) Burm.f.
231810,"Fagara rhoifolia var. niederleinii (Engl.) Najera, Galdeano & Escal.",Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum rhoifolium Lam.,Zanthoxylum petiolare A.St.-Hil. & Tul.
231856,Zanthoxylum argyi H.Lév.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231858,Fagara podocarpa (Hemsl.) Engl.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231859,Zanthoxylum podocarpum Hemsl.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231860,Zanthoxylum bungeanum var. zimmermannii (Rehder & E.H.Wilson) C.C.Huang,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231861,Zanthoxylum setosum Hemsl.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231862,Zanthoxylum bungei var. inermis Franch.,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231863,Zanthoxylum coreanum Nakai,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231864,Zanthoxylum bungei var. zimmermannii Rehder & E.H.Wilson,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231865,Zanthoxylum simulans var. podocarpum (Hemsl.) C.C.Huang,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231866,Zanthoxylum acanthophyllum Hayata,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
231867,Zanthoxylum simulans var. zimmermannii (Rehder & E.H.Wilson) Rehder,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans Hance,Zanthoxylum simulans subsp. simulans
232608,Condaliopsis (Weberb.) Suess.,Ziziphus Mill.,Ziziphus Mill.,Ziziphus Mill.,Condaliopsis (Weberb.) Suess.
232764,Acacia tortuosa var. glabrior Hook.f.,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia tortuosa (L.) Seigler & Ebinger,Vachellia rorudiana (Christoph.) Seigler & Ebinger
233393,Erysimum pyrenaicum (L.) Vill.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium austriacum Jacq.,Sisymbrium chrysanthum Jord.
233709,Strobilanthes geniculata var. integra C.B.Clarke,Strobilanthes dimorphotricha Hance,Strobilanthes dimorphotricha Hance,Strobilanthes dimorphotricha Hance,Strobilanthes dimorphotricha subsp. dimorphotricha
234494,Seseli tortuosum var. graecum DC.,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum subsp. tortuosum
234495,Seseli tortuosum proles ramosissimum Samp.,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum subsp. tortuosum
234496,Seseli tortuosum subsp. ramosissimum (Samp.) Alte,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum L.,Seseli tortuosum subsp. tortuosum
234790,Schinus andina var. subtridentata (Kuntze) F.A.Barkley,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus subtridentata (Kuntze) Silva-Luz
234792,Schinus huigan var. subtridentata Kuntze,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus microphylla I.M.Johnst.,Schinus subtridentata (Kuntze) Silva-Luz
234979,Arthrocnemum ambiguum (Michx.) Moq.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia perennis Mill.,Salicornia ambigua Michx.
235226,Alsine rotundifolia (Poir.) Macloskie,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.
235227,Stellaria rotundifolia Poir.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.
235228,Drymaria rotundifolia (Poir.) Har.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Stellaria debilis d'Urv.,Drymaria cordata (L.) Willd. ex Schult.
235342,Stellaria fischeriana f. nudifolia Zhukova,Stellaria fischeriana Ser.,Stellaria fischeriana Ser.,Stellaria fischeriana Ser.,Stellaria fischeriana subsp. fischeriana
235344,Stellaria florida Fisch. ex Ser.,Stellaria fischeriana Ser.,Stellaria fischeriana Ser.,Stellaria fischeriana Ser.,Stellaria fischeriana subsp. fischeriana
