,taxon_name_w_authors,v11_accepted_name_w_author,v12_taxon_name_w_authors,v12_chained_accepted_name_w_author,v12_chained_accepted_species_w_author,v12_direct_accepted_name_w_author,v12_direct_accepted_species_w_author
448304,Loxogramme biformis Tagawa,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia (Makino) Makino,Loxogramme salicifolia (Makino) Makino,Loxogramme biformis Tagawa,Loxogramme biformis Tagawa
448680,Pyrrosia intermedia (Goy) K.H.Shing,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana (Franch.) Ching,Pyrrosia drakeana (Franch.) Ching,Pyrrosia confluens var. dielsii (C.Chr.) Hovenkamp,Pyrrosia confluens (R.Br.) Ching
449292,Polypodium acrosorum Kunze,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos (Kunze) Lellinger,Niphidium anocarpos (Kunze) Lellinger,Niphidium crassifolium (L.) Lellinger,Niphidium crassifolium (L.) Lellinger
449500,Polypodium gauthieri (Fée) C.Chr.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon triseriale (Sw.) A.R.Sm.,Serpocaulon meniscifolium (Langsd. & Fisch.) A.R.Sm.,Serpocaulon meniscifolium (Langsd. & Fisch.) A.R.Sm.
449832,Microtrichomanes parvulum (Poir.) Copel.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme Jacq.,Trichomanes tamarisciforme Jacq.,Trichomanes parvulum Poir.,Trichomanes parvulum Poir.
449996,Lacosteopsis orientalis (C.Chr.) Nakaike,Trichomanes birmanicum Bedd.,Trichomanes birmanicum Bedd.,Trichomanes birmanicum Bedd.,Trichomanes birmanicum Bedd.,Trichomanes orientale C.Chr.,Trichomanes orientale C.Chr.
451854,Woodwardia dispar Willd.,Thelypteris tetragona (Sw.) Small,Thelypteris tetragona (Sw.) Small,Thelypteris tetragona (Sw.) Small,Thelypteris tetragona (Sw.) Small,Thelypteris tetragona subsp. tetragona,Thelypteris tetragona (Sw.) Small
452338,Dryopteris presliana Ching,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris aspera (C.Presl) K.Iwats.,Thelypteris aspera (C.Presl) K.Iwats.
452339,Abacopteris presliana Ching,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris gymnopteridifrons (Hayata) C.M.Kuo,Thelypteris aspera (C.Presl) K.Iwats.,Thelypteris aspera (C.Presl) K.Iwats.
452344,Alsophila fragilis Zoll. & Moritzi,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata (G.Forst.) Tindale
452349,Meniscium fragile Kunze,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Thelypteris lineata (Blume) K.Iwats.,Arachniodes aristata (G.Forst.) Tindale,Arachniodes aristata (G.Forst.) Tindale
453238,Nephrodium affine Lowe,Dryopteris pseudomas (Woll.) Holub & Pouzar,Dryopteris pseudomas (Woll.) Holub & Pouzar,Dryopteris affinis subsp. affinis,Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris affinis (Lowe) Fraser-Jenk.,Dryopteris affinis (Lowe) Fraser-Jenk.
453275,Arachniodes heyuanensis Ching,Arachniodes cornu-cervi (D.Don) Fraser-Jenk.,Arachniodes cornu-cervi (D.Don) Fraser-Jenk.,Arachniodes cornu-cervi (D.Don) Fraser-Jenk.,Arachniodes cornu-cervi (D.Don) Fraser-Jenk.,Arachniodes carvifolia (Kunze) Ching,Arachniodes carvifolia (Kunze) Ching
453381,Paradavallodes chingiae (Ching) Ching,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes membranulosa (Wall. ex Hook.) Copel.,Davallodes chingiae Ching,Davallodes chingiae Ching
459463,Mappia ovata var. insularis Matsum.,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia nimmoniana (J.Graham) Byng & Stull,Mappia insularis (Matsum.) Hatus.,Mappia insularis (Matsum.) Hatus.
459959,Ulex parviflorus subsp. willkommii (Webb) Borja & al.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus Pourr.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.
459962,Ulex parviflorus var. willkommii (Webb) C.Vicioso,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus Pourr.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.
459964,Ulex scaber var. willkommii (Webb) Samp.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus Pourr.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.
459968,Ulex willkommii Webb,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus Pourr.,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides (Brot.) Samp.
460011,Acacia seyal var. kassonionga De Wild.,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal (Delile) P.J.H.Hurter,Vachellia hockii (De Wild.) Seigler & Ebinger,Vachellia hockii (De Wild.) Seigler & Ebinger
460013,Acacia seyal var. lescrauwaetii De Wild.,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal (Delile) P.J.H.Hurter,Vachellia hockii (De Wild.) Seigler & Ebinger,Vachellia hockii (De Wild.) Seigler & Ebinger
460015,Acacia seyal var. seretii De Wild.,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal var. seyal,Vachellia seyal (Delile) P.J.H.Hurter,Vachellia hockii (De Wild.) Seigler & Ebinger,Vachellia hockii (De Wild.) Seigler & Ebinger
460657,Cassia pachyrrhiza L.Bravo,Senna pachyrrhiza var. pachyrrhiza,Senna pachyrrhiza var. pachyrrhiza,Senna pachyrrhiza var. pachyrrhiza,Senna pachyrrhiza (L.Bravo) H.S.Irwin & Barneby,Senna pachyrrhiza (L.Bravo) H.S.Irwin & Barneby,Senna pachyrrhiza (L.Bravo) H.S.Irwin & Barneby
462078,Gamwellia flava Baker f.,Pearsonia flava subsp. flava,Pearsonia flava subsp. flava,Pearsonia flava subsp. flava,Pearsonia flava (Baker f.) Polhill,Pearsonia flava (Baker f.) Polhill,Pearsonia flava (Baker f.) Polhill
462526,Helianthemum apenninum var. croceum (Desf.) Pau,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.,Helianthemum apenninum subsp. stoechadifolium (Brot.) Samp.,Helianthemum apenninum (L.) Mill.,Helianthemum croceum (Desf.) Pers.,Helianthemum croceum (Desf.) Pers.
463396,Astragalus douglasii var. glaberrimus M.E.Jones,Astragalus douglasii var. douglasii,Astragalus douglasii var. douglasii,Astragalus douglasii var. douglasii,Astragalus douglasii (Torr. & A.Gray) A.Gray,Astragalus douglasii var. glaberrimus M.E.Jones,Astragalus douglasii (Torr. & A.Gray) A.Gray
463428,Astragalus strigulosus var. brevidentatus Hemsl.,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis Hemsl.,Astragalus guatemalensis var. brevidentatus (Hemsl.) Barneby,Astragalus guatemalensis Hemsl.
463431,Astragalus painteri Rose ex M.E.Jones,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis Hemsl.,Astragalus guatemalensis var. brevidentatus (Hemsl.) Barneby,Astragalus guatemalensis Hemsl.
463432,Atelophragma painteri (Rose ex M.E.Jones) Rydb.,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis var. guatemalensis,Astragalus guatemalensis Hemsl.,Astragalus guatemalensis var. brevidentatus (Hemsl.) Barneby,Astragalus guatemalensis Hemsl.
463457,Astragalus insularis var. quentinus M.E.Jones,Astragalus insularis var. insularis,Astragalus insularis var. insularis,Astragalus insularis var. insularis,Astragalus insularis Kellogg,Astragalus insularis var. quentinus M.E.Jones,Astragalus insularis Kellogg
464504,Scorzonera tuberosa var. sericeolanata Bunge,"Gelasia tuberosa (Pall.) Zaika, Sukhor. & N.Kilian","Gelasia tuberosa (Pall.) Zaika, Sukhor. & N.Kilian","Gelasia tuberosa (Pall.) Zaika, Sukhor. & N.Kilian","Gelasia tuberosa (Pall.) Zaika, Sukhor. & N.Kilian",Scorzonera sericeolanata (Bunge) Krasch. & Lipsch.,Scorzonera sericeolanata (Bunge) Krasch. & Lipsch.
466622,Copaifera langsdorffii f. parvifolia Chodat & Hassl.,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii Desf.,Copaifera langsdorffii var. glabra (Vogel) Benth.,Copaifera langsdorffii Desf.
466624,Copaifera nitida Mart. ex Hayne,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii var. langsdorffii,Copaifera langsdorffii Desf.,Copaifera langsdorffii var. grandifolia Benth.,Copaifera langsdorffii Desf.
466925,Petalostemon pinnatus (J.F.Gmel.) S.F.Blake,Dalea pinnata var. pinnata,Dalea pinnata var. pinnata,Dalea pinnata var. pinnata,Dalea pinnata (J.F.Gmel.) Barneby,Dalea pinnata (J.F.Gmel.) Barneby,Dalea pinnata (J.F.Gmel.) Barneby
466929,Kuhnistera pinnata (J.F.Gmel.) Kuntze,Dalea pinnata var. pinnata,Dalea pinnata var. pinnata,Dalea pinnata var. pinnata,Dalea pinnata (J.F.Gmel.) Barneby,Dalea pinnata (J.F.Gmel.) Barneby,Dalea pinnata (J.F.Gmel.) Barneby
467630,Lithops karasmontana var. aiaisensis (de Boer) D.T.Cole,Lithops karasmontana subsp. karasmontana,Lithops karasmontana subsp. karasmontana,Lithops karasmontana subsp. karasmontana,Lithops karasmontana (Dinter & Schwantes) N.E.Br.,Lithops eberlanzii var. aiaisensis (de Boer) R.A.Earle & A.J.Young,Lithops eberlanzii (Dinter & Schwantes) N.E.Br.
467710,Echinospermum redowskii var. occidentale S.Watson,Lappula occidentalis var. occidentalis,Lappula occidentalis var. occidentalis,Lappula occidentalis var. occidentalis,Lappula occidentalis (S.Watson) Greene,Lappula occidentalis (S.Watson) Greene,Lappula occidentalis (S.Watson) Greene
467732,Leptotaenia humilis J.M.Coult. & Rose,Lomatium caruifolium var. caruifolium,Lomatium caruifolium var. caruifolium,Lomatium caruifolium var. caruifolium,Lomatium caruifolium (Hook. & Arn.) J.M.Coult. & Rose,Lomatium caruifolium var. denticulatum Jeps.,Lomatium caruifolium (Hook. & Arn.) J.M.Coult. & Rose
467743,Lomatium caruifolium var. marginatum (Benth.) Mathias,Lomatium marginatum var. marginatum,Lomatium marginatum var. marginatum,Lomatium marginatum var. marginatum,Lomatium marginatum (Benth.) J.M.Coult. & Rose,Lomatium marginatum (Benth.) J.M.Coult. & Rose,Lomatium marginatum (Benth.) J.M.Coult. & Rose
467955,Linum tenuifolium var. differens (Pau) O.Bolòs & Vigo,Linum suffruticosum subsp. suffruticosum,Linum suffruticosum subsp. suffruticosum,Linum suffruticosum subsp. suffruticosum,Linum suffruticosum L.,Linum suffruticosum subsp. differens (Pau) Rivas Goday & Rivas Mart.,Linum suffruticosum L.
468553,Navarretia pilosifaucis H.St.John & Weitman,Navarretia intertexta subsp. intertexta,Navarretia intertexta subsp. intertexta,Navarretia intertexta subsp. intertexta,Navarretia intertexta (Benth.) Hook.,Navarretia leucocephala subsp. suksdorfii (Howell) L.A.Johnson & D.Gowen,Navarretia leucocephala Benth.
469014,Odontites divergens Jord.,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469029,Odontites serotinus var. divergens (Jord.) Corb.,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469039,Odontites ruber subsp. canescens (Rchb.) Pignatti,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469044,Odontites vulgaris subsp. pumilus (Nordst.) Soó,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469046,Odontites vulgaris subsp. canescens (Rchb.) Soó,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469050,Odontites vernus var. canescens (Rchb.) E.Mayer,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris subsp. vulgaris,Odontites vulgaris Moench,Odontites vernus subsp. vernus,Odontites vernus (Bellardi) Dumort.
469293,Pimpinella saxifraga var. procera (Weide) Soó,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga subsp. saxifraga,Pimpinella saxifraga L.,Pimpinella saxifraga subsp. nigra (Mill.) Gaudin,Pimpinella saxifraga L.
469345,Cachrys lophoptera (Boiss.) Takht.,Prangos pabularia subsp. pabularia,Prangos pabularia subsp. pabularia,Prangos pabularia subsp. pabularia,Prangos pabularia Lindl.,Prangos lophoptera Boiss.,Prangos lophoptera Boiss.
469347,Prangos lophoptera Boiss.,Prangos pabularia subsp. pabularia,Prangos pabularia subsp. pabularia,Prangos pabularia subsp. pabularia,Prangos pabularia Lindl.,Prangos lophoptera Boiss.,Prangos lophoptera Boiss.
469420,Moronobea grandiflora Choisy,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis Mart.,Moronobea coccinea Aubl.,Moronobea coccinea Aubl.
469422,Moronobea montana Schltdl.,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis Mart.,Moronobea coccinea Aubl.,Moronobea coccinea Aubl.
469607,Pulmonaria transsilvanica Schur,Pulmonaria mollis subsp. mollis,Pulmonaria mollis subsp. mollis,Pulmonaria mollis subsp. mollis,Pulmonaria mollis J.F.Wolff ex Hornem.,Pulmonaria rubra Schott,Pulmonaria rubra Schott
470710,Ferocactus heterochromus (F.A.C.Weber) N.P.Taylor,Thelocactus bicolor subsp. bicolor,Thelocactus bicolor subsp. bicolor,Thelocactus bicolor subsp. bicolor,Thelocactus bicolor (Galeotti ex Pfeiff.) Britton & Rose,Thelocactus bicolor subsp. heterochromus (F.A.C.Weber) Mosco & Zanov.,Thelocactus bicolor (Galeotti ex Pfeiff.) Britton & Rose
471086,Verbascum pulverulentum Salisb.,Verbascum lychnitis subsp. lychnitis,Verbascum lychnitis subsp. lychnitis,Verbascum lychnitis subsp. lychnitis,Verbascum lychnitis L.,Verbascum lychnitis L.,Verbascum lychnitis L.
471172,Leiphaimos aurantiaca (Splitg.) Miq.,Voyria aurantiaca subsp. aurantiaca,Voyria aurantiaca subsp. aurantiaca,Voyria aurantiaca subsp. aurantiaca,Voyria aurantiaca Splitg.,Voyria aurantiaca Splitg.,Voyria aurantiaca Splitg.
471613,Veronica cymbalaria f. panormitana (Tineo ex Guss.) Knoche,Veronica panormitana subsp. panormitana,Veronica panormitana subsp. panormitana,Veronica panormitana subsp. panormitana,Veronica panormitana Tineo ex Guss.,Veronica panormitana Tineo ex Guss.,Veronica panormitana Tineo ex Guss.
471665,Viola punctata Schwein.,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina L.,Viola labradorica Schrank,Viola labradorica Schrank
471679,Viola radicans DC. ex Ging.,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina L.,Viola primulifolia var. primulifolia,Viola primulifolia L.
471690,Viola albertina Greene,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina subsp. canina,Viola canina L.,Viola adunca Sm.,Viola adunca Sm.
472165,Libanotis vulgaris DC.,Seseli libanotis subsp. libanotis,Seseli libanotis subsp. libanotis,Seseli libanotis subsp. libanotis,Seseli libanotis (L.) W.D.J.Koch,Seseli libanotis (L.) W.D.J.Koch,Seseli libanotis (L.) W.D.J.Koch
472180,Seseli montanum f. nanum (Dufour) Costa,Seseli montanum subsp. montanum,Seseli montanum subsp. montanum,Seseli montanum subsp. montanum,Seseli montanum L.,Seseli montanum subsp. nanum (Dufour) O.Bolòs & Vigo,Seseli montanum L.
472353,Sedum dasyphyllum var. luteovirens (Briq.) P.Fourn.,Sedum dasyphyllum subsp. dasyphyllum,Sedum dasyphyllum subsp. dasyphyllum,Sedum dasyphyllum subsp. dasyphyllum,Sedum dasyphyllum L.,Sedum monregalense Balb.,Sedum monregalense Balb.
472417,Minuartia verna var. leptophylla (Rchb.) Nakai,Sabulina verna subsp. verna,Sabulina verna subsp. verna,Sabulina verna subsp. verna,Sabulina verna (L.) Rchb.,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica (Boiss. & Spruner) Dillenb. & Kadereit
472419,Tryphane verna var. leptophylla Rchb.,Sabulina verna subsp. verna,Sabulina verna subsp. verna,Sabulina verna subsp. verna,Sabulina verna (L.) Rchb.,Sabulina attica subsp. idaea (Halácsy) Dillenb. & Kadereit,Sabulina attica (Boiss. & Spruner) Dillenb. & Kadereit
472689,Silene sabuletorum Link ex Spreng.,Silene scabriflora subsp. scabriflora,Silene scabriflora subsp. scabriflora,Silene scabriflora subsp. scabriflora,Silene scabriflora Brot.,Silene colorata subsp. colorata,Silene colorata Poir.
472738,Spergula geniculata Pers.,Spergula arvensis subsp. arvensis,Spergula arvensis subsp. arvensis,Spergula arvensis subsp. arvensis,Spergula arvensis L.,Spergula pentandra L.,Spergula pentandra L.
473121,Silene rubella subsp. bergiana (Lindm.) Graebn. & P.Graebn.,Silene diversifolia subsp. diversifolia,Silene diversifolia subsp. diversifolia,Silene diversifolia subsp. diversifolia,Silene diversifolia Otth,Silene diversifolia subsp. bergiana (Lindm.) L.Medina,Silene diversifolia Otth
473404,Limonium erythrorrhizum Ikonn.-Gal. ex Lincz.,Limonium aureum var. aureum,Limonium aureum var. aureum,Limonium aureum var. aureum,Limonium aureum (L.) Chaz.,Limonium erythrorrhizum Ikonn.-Gal. ex Lincz.,Limonium erythrorrhizum Ikonn.-Gal. ex Lincz.
473559,Gilia pungens subsp. eupungens Brand,Linanthus pungens subsp. pungens,Linanthus pungens subsp. pungens,Linanthus pungens subsp. pungens,Linanthus pungens (Torr.) J.M.Porter & L.A.Johnson,Linanthus pungens (Torr.) J.M.Porter & L.A.Johnson,Linanthus pungens (Torr.) J.M.Porter & L.A.Johnson
473895,Linaria supina subsp. tristis (L.) Malag.,Linaria tristis subsp. tristis,Linaria tristis subsp. tristis,Linaria tristis subsp. tristis,Linaria tristis (L.) Mill.,Linaria tristis (L.) Mill.,Linaria tristis (L.) Mill.
473957,Morus alba subvar. viridis Bureau,Morus macroura var. macroura,Morus macroura var. macroura,Morus macroura var. macroura,Morus macroura Miq.,Morus macroura var. viridis (Bureau) K.K.Khanna,Morus macroura Miq.
475088,Reseda lanceolata var. neglecta (Müll.Arg.) Pau & Font Quer,Reseda lanceolata subsp. lanceolata,Reseda lanceolata subsp. lanceolata,Reseda lanceolata subsp. lanceolata,Reseda lanceolata Lag.,Reseda lutea subsp. neglecta (Müll.Arg.) Ball,Reseda lutea L.
475359,Rinorea passoura f. leiosperma Hekking,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora (Benth.) Sprague & Sandwith,Rinorea pubiflora var. grandifolia (Eichler) Hekking,Rinorea pubiflora (Benth.) Sprague & Sandwith
475360,Passoura guianensis Aubl.,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora (Benth.) Sprague & Sandwith,Rinorea pubiflora (Benth.) Sprague & Sandwith,Rinorea pubiflora (Benth.) Sprague & Sandwith
475361,Rinorea passoura var. andersonii Sandwith ex Hekking,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora var. pubiflora,Rinorea pubiflora (Benth.) Sprague & Sandwith,Rinorea pubiflora var. grandifolia (Eichler) Hekking,Rinorea pubiflora (Benth.) Sprague & Sandwith
475387,Phacelia pinnata var. pseudohispida (Brand) Dundas,Phacelia nemoralis var. nemoralis,Phacelia nemoralis var. nemoralis,Phacelia nemoralis var. nemoralis,Phacelia nemoralis Greene,Phacelia mutabilis Greene,Phacelia mutabilis Greene
475388,Phacelia nemoralis var. pseudohispida Brand,Phacelia nemoralis var. nemoralis,Phacelia nemoralis var. nemoralis,Phacelia nemoralis var. nemoralis,Phacelia nemoralis Greene,Phacelia mutabilis Greene,Phacelia mutabilis Greene
475416,Hydrophyllum magellanicum var. pinnatum (Vahl) Macloskie,Phacelia secunda var. secunda,Phacelia secunda var. secunda,Phacelia secunda var. secunda,Phacelia secunda J.F.Gmel.,Phacelia secunda var. pinnata (Vahl) Deginani,Phacelia secunda J.F.Gmel.
475687,Paulownia imperialis Siebold & Zucc.,Paulownia tomentosa var. tomentosa,Paulownia tomentosa var. tomentosa,Paulownia tomentosa var. tomentosa,Paulownia tomentosa (Thunb.) Steud.,Paulownia tomentosa (Thunb.) Steud.,Paulownia tomentosa (Thunb.) Steud.
476738,Papaver ledebourianum var. leucanthum (Trautv.) Peschkova,Papaver nudicaule subsp. nudicaule,Papaver nudicaule subsp. nudicaule,"Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso","Oreomecon nudicaulis (L.) Banfi, Bartolucci, J.-M.Tison & Galasso","Oreomecon crocea (Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso","Oreomecon crocea (Ledeb.) Banfi, Bartolucci, J.-M.Tison & Galasso"
476770,Mapa graveolens Vell.,Petiveria alliacea var. alliacea,Petiveria alliacea var. alliacea,Petiveria alliacea var. alliacea,Petiveria alliacea L.,Petiveria alliacea var. tetrandra (Ortega) Hauman,Petiveria alliacea L.
477405,Saxifraga duthiei Gand.,Saxifraga oppositifolia subsp. oppositifolia,Saxifraga oppositifolia subsp. oppositifolia,Saxifraga oppositifolia subsp. oppositifolia,Saxifraga oppositifolia L.,Saxifraga duthiei Gand.,Saxifraga duthiei Gand.
477662,Gleichenia hirta Blume,Sticherus hirtus var. hirtus,Sticherus hirtus var. hirtus,Sticherus hirtus var. hirtus,Sticherus hirtus (Blume) Ching,Sticherus hirtus (Blume) Ching,Sticherus hirtus (Blume) Ching
478811,Actinidia championii Benth.,Actinidia latifolia var. latifolia,Actinidia latifolia var. latifolia,Actinidia latifolia var. latifolia,Actinidia latifolia (Gardner & Champ.) Merr.,Actinidia latifolia (Gardner & Champ.) Merr.,Actinidia latifolia (Gardner & Champ.) Merr.
479075,Aglaia ferruginea C.T.White & W.D.Francis,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa subsp. tomentosa,Aglaia tomentosa Teijsm. & Binn.,Aglaia ferruginea C.T.White & W.D.Francis,Aglaia ferruginea C.T.White & W.D.Francis
479195,Bucholzia maritima Mart.,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis P.Beauv.,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis P.Beauv.
479196,Alternanthera maritima var. communis A.St.-Hil.,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis P.Beauv.,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis P.Beauv.
479197,Alternanthera maritima var. concatenata A.St.-Hil.,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis P.Beauv.,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis P.Beauv.
479198,Telanthera maritima var. communis (A.St.-Hil.) Moq.,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis P.Beauv.,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis P.Beauv.
479199,Alternanthera maritima var. parvifolia A.St.-Hil.,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis var. littoralis,Alternanthera littoralis P.Beauv.,Alternanthera littoralis var. maritima (Mart.) Pedersen,Alternanthera littoralis P.Beauv.
479203,Bucholzia polygonoides var. diffusa Mart.,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides subsp. paronychioides,Alternanthera paronychioides A.St.-Hil.,Alternanthera ficoidea (L.) P.Beauv.,Alternanthera ficoidea (L.) P.Beauv.
480021,Aspidopterys glabriuscula var. lohitensis R.C.Srivast.,Aspidopterys glabriuscula var. glabriuscula,Aspidopterys glabriuscula var. glabriuscula,Aspidopterys glabriuscula var. glabriuscula,Aspidopterys glabriuscula A.Juss.,Aspidopterys glabriuscula var. lohitensis R.C.Srivast.,Aspidopterys glabriuscula A.Juss.
480633,Blackstonia perfoliata var. ponsii (Pau) O.Bolòs & Vigo,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata subsp. perfoliata,Blackstonia perfoliata (L.) Huds.,Blackstonia grandiflora (Viv.) Maire,Blackstonia grandiflora (Viv.) Maire
480789,Buglossoides arvensis subsp. incrassata (Guss.) Kerguélen,Buglossoides incrassata subsp. incrassata,Buglossoides incrassata subsp. incrassata,Buglossoides incrassata subsp. incrassata,Buglossoides incrassata (Guss.) I.M.Johnst.,Buglossoides incrassata (Guss.) I.M.Johnst.,Buglossoides incrassata (Guss.) I.M.Johnst.
481100,Camellia tsofui S.S.Chien,Camellia euryoides var. euryoides,Camellia euryoides var. euryoides,Camellia euryoides var. euryoides,Camellia euryoides Lindl.,Camellia euryoides var. nokoensis (Hayata) Tang S.Liu,Camellia euryoides Lindl.
